,Label,cg27260772,cg18502142,cg21039708,cg22399133,cg00907288,cg10903903,cg22620090,cg22797031,cg08364561,cg17774559,cg18121066,cg10512745,cg02772121,cg18698788,cg22674699,cg04209913,cg04741094,cg01221209,cg21472506,cg17510385
TCGA.22.4593.01,Primary Tumor,0.850439737995749,0.926721152481629,0.906634562396242,0.877783636413603,0.918988165640194,0.8796925606726,0.814878460080685,0.878579536099309,0.826687635914774,0.89580665047969,0.0441869466796848,0.76163111696424,0.117104359642718,0.792513936715184,0.736802621356022,0.921288081785019,0.109390031978229,0.127745043685821,0.74743073818465,0.0904843868267596
TCGA.22.4599.11,Solid Tissue Normal,0.0472882316187069,0.120112442508065,0.0755839170072881,0.0443626152216113,0.10239287678939,0.0585341410602896,0.274501546521972,0.133663245077841,0.0973686976570955,0.122073312889188,0.686949648817558,0.0934521475787345,0.916909027594938,0.0409088673551355,0.0677231431277939,0.160072311508494,0.921425236101696,0.967755817376639,0.104457552244653,0.951384104572051
TCGA.22.4599.01,Primary Tumor,0.820848377374282,0.926135894674733,0.881114669789236,0.797963447591104,0.849040230142351,0.81215581825819,0.877953764390511,0.881467938583022,0.828656576284016,0.814583225208616,0.0644520663733289,0.705751562422401,0.169895878643763,0.690920129438989,0.730274945313555,0.859467608727933,0.176689285276502,0.299180662997324,0.648954868573334,0.258892941761564
TCGA.22.4601.11,Solid Tissue Normal,0.0630167608212877,0.286037488387544,0.1137313443342,0.059286127347464,0.096853751346528,0.0903556760488263,0.203909960190391,0.21364903764195,0.0999431245812595,0.137334625910031,0.879568172639639,0.0206566872304827,0.836845473274444,0.0473651069712166,0.0684450070769192,0.146582343092285,0.891506349910257,0.972204010526541,0.0660478855890113,0.930002311021193
TCGA.22.4601.01,Primary Tumor,0.947656803115032,0.911576669544734,0.913935743884383,0.857357834188913,0.903875029275445,0.929481990241003,0.9378248444358,0.932034192806447,0.931258729790458,0.877985278777151,0.0375882310988586,0.781081839363177,0.210027857830937,0.839720078297897,0.830607173921639,0.820244239842702,0.164148205948597,0.107979724925255,0.804819614134754,0.114055015289117
TCGA.22.4605.01,Primary Tumor,0.668258157803948,0.786904321998422,0.670400924618155,0.461255595519004,0.561551210242491,0.497576767301338,0.645392915304732,0.537751955222174,0.589152033356701,0.682778853611654,0.164550290937403,0.602759939894155,0.415480941662334,0.571913862658786,0.677711306391917,0.714978279948307,0.384372655969266,0.408649111556571,0.523708455967553,0.305994184262099
TCGA.22.4609.01,Primary Tumor,0.589610910025991,0.784364407863575,0.733205235257391,0.666929414078609,0.63697662811382,0.517513984596689,0.774657732063247,0.643789938197176,0.673185381902319,0.736153101623378,0.132465250404176,0.579881508923445,0.398189369973229,0.570193572673461,0.676352042365872,0.682849216841477,0.349113366786248,0.325937098784826,0.40877118831839,0.299141737686753
TCGA.22.4613.11,Solid Tissue Normal,0.0482861043164447,0.289317622836883,0.0781276453675823,0.0405641250629704,0.128092173175324,0.0601199607283637,0.169756262206647,0.256798976143275,0.0813853927060543,0.116425207600648,0.855319406624137,0.0227368764685376,0.870789342993029,0.0320223641804344,0.0388515104008304,0.0916305352959312,0.883883580387081,0.965979962006932,0.031172051705192,0.970401556633314
TCGA.22.4613.01,Primary Tumor,0.858998367181742,0.911967477750797,0.860318123001762,0.72186176292825,0.81548235983557,0.525734115460337,0.477809069610284,0.785864279769612,0.849872170623332,0.733300749270762,0.030426894807185,0.758365628149026,0.12730265405212,0.657422845074811,0.732435156837216,0.782602089813576,0.123335041047519,0.318964267934025,0.807244449410876,0.259975844983093
TCGA.22.5471.11,Solid Tissue Normal,0.0400339391659398,0.111655264575219,0.0919943980648679,0.0358727544524547,0.0810055939880769,0.064008102933032,0.172200392169558,0.0696980033531251,0.0519143212983676,0.0373928641484665,0.7370713483954,0.0191117461913322,0.91962432277553,0.0367564208254599,0.0176067903352584,0.0551709383659249,0.883890252256257,0.972816577789123,0.0769696160755179,0.943401318080776
TCGA.22.5471.01,Primary Tumor,0.840194558759648,0.785171564806319,0.82973729565891,0.755408742889382,0.805009037986416,0.775655438140221,0.768836541576431,0.804055986174981,0.704568923606614,0.772843126568481,0.0823211604376553,0.673116969132767,0.200181526880095,0.577441373813783,0.711442122852614,0.665439237656572,0.126827532088987,0.374427290431614,0.698594433708844,0.304416308586171
TCGA.22.5472.11,Solid Tissue Normal,0.0566444242926555,0.197164494117251,0.122148755906086,0.093542638563887,0.069829361602942,0.087375352508432,0.152638295364905,0.236795822776083,0.0559846028076518,0.0627671588917111,0.811923930991151,0.0212390754279424,0.785560460064983,0.0330709927336331,0.0289618325192056,0.0770872847449443,0.873951942361589,0.97021396197145,0.0343740453300521,0.889860443994751
TCGA.22.5472.01,Primary Tumor,0.803838803236446,0.901872286727706,0.809098083582409,0.729494619235855,0.399301176726909,0.601098054349311,0.898880194391049,0.741198484621787,0.766427483828475,0.768590366871827,0.0997107617588908,0.582029221062638,0.391703618832353,0.759095038754713,0.765698361863864,0.668618299698978,0.282329927972955,0.49704968304824,0.663886683455977,0.27520337433981
TCGA.22.5473.11,Solid Tissue Normal,0.0706476233936261,0.1027368379402,0.116218668417794,0.0564098248852073,0.208608362142791,0.05629678235006,0.256648217588871,0.0966452314422493,0.160110234596586,0.237064287780507,0.838978869809667,0.0267448521896765,0.910313929441382,0.0246588757856504,0.0328947152342663,0.079947569050292,0.910630893986954,0.968361997274682,0.0774270578588957,0.955073119604237
TCGA.22.5473.01,Primary Tumor,0.818548899058436,0.919393436106982,0.868691734688719,0.833469072411028,0.83474314429947,0.80298670222418,0.918168405631291,0.827323320318068,0.849074473667587,0.826567885825649,0.0742528326472037,0.741787422639836,0.281202439366971,0.741073937689355,0.693845989619122,0.566690057994124,0.0966881434465855,0.249177910939056,0.782041684725703,0.216955614312708
TCGA.22.5474.11,Solid Tissue Normal,0.175880892385914,0.15355393039776,0.249668902093259,0.0550773857788817,0.262427503216007,0.0802193737439476,0.3708686636963,0.23834046030881,0.19249159842266,0.209353572599942,0.196459568169563,0.0617616975621158,0.551175847360159,0.0525436090717337,0.242195487031399,0.119105807227158,0.789656553881071,0.967962444727319,0.295744485498338,0.761966582985191
TCGA.22.5474.01,Primary Tumor,0.86354466157403,0.763360321283715,0.768378716888227,0.70777680893323,0.821713198401531,0.758066428591041,0.83364482369445,0.775490455748104,0.720209893818614,0.811121821018228,0.139931641598482,0.573708792675458,0.238638156480626,0.620111802555248,0.749559422364995,0.750247082726107,0.201719741499728,0.391934736077433,0.619795475599761,0.335320835338921
TCGA.22.5477.11,Solid Tissue Normal,0.0722253325892149,0.0793145430313471,0.132764978859915,0.0656593687512858,0.0663704320448568,0.0737531670466479,0.213268000034063,0.14301950836022,0.0984323283682861,0.144869573050376,0.610349038594696,0.0231398782527252,0.890016037428283,0.0306257050388831,0.0328000862095784,0.0841906940599588,0.882964275179995,0.971879331252304,0.21864305434799,0.865638167690085
TCGA.22.5477.01,Primary Tumor,0.920522876817437,0.960625653711235,0.955358223397748,0.947868616006045,0.923725341442708,0.947576706412981,0.974111224855661,0.942982386445813,0.906928578202658,0.91809050018913,0.0290014128924344,0.854398926580227,0.106756631837576,0.851739480429541,0.83906772941536,0.92306751152472,0.153115350111592,0.11503020705971,0.862989258518555,0.0643140103851777
TCGA.22.5478.11,Solid Tissue Normal,0.0589269694257759,0.176762841999426,0.177814416102693,0.0512410127490453,0.106091950196399,0.060338703279308,0.250987208801833,0.113819752318887,0.122615031401841,0.211630824793367,0.869802341115674,0.0288726833288301,0.894509740822224,0.0533926729125285,0.058336617463278,0.0726368461995413,0.868197594486875,0.960417344172361,0.0297587831568407,0.961966484753519
TCGA.22.5478.01,Primary Tumor,0.764400857606455,0.884176699020727,0.856702308427148,0.762955829713187,0.674459670036773,0.670334122490282,0.36338528205154,0.785226201439022,0.692944994650222,0.267471587258176,0.0641042382481363,0.714207412932249,0.29035814569884,0.67760762827221,0.707984205925957,0.787919254383654,0.414722577108628,0.253247054826134,0.694100140485768,0.862703816034271
TCGA.22.5479.01,Primary Tumor,0.659160838457667,0.727349297107386,0.791847781326972,0.717913302641951,0.737729017768137,0.618569529883671,0.767351789146163,0.791557291139021,0.658935777204356,0.771351992419255,0.0839403542121654,0.607735954829654,0.298219406081597,0.555869504681412,0.663357656061565,0.768502135794588,0.207737352437581,0.419305079019644,0.671160347807163,0.258463993030885
TCGA.22.5480.11,Solid Tissue Normal,0.066315342762536,0.146600179788506,0.133759650848069,0.0724355944480655,0.16082856635226,0.0584274502537413,0.175037460413306,0.162481253217857,0.0805043624471548,0.291677301692366,0.908097995090651,0.0238711148851582,0.797457370555859,0.034443165172356,0.103887554576215,0.0665266909668039,0.905228262756604,0.978461383399211,0.0334941310175365,0.920075448743729
TCGA.22.5480.01,Primary Tumor,0.856714004687727,0.920585842381238,0.845544325896519,0.831408836471895,0.891147277037895,0.827892409163265,0.921963699985327,0.87430987050967,0.82880391710343,0.822113778553269,0.0686278323028896,0.739418202751258,0.504420196523196,0.613434235373483,0.773664237934823,0.814867250534968,0.187583920807316,0.281506212883403,0.761796129278537,0.205362615585759
TCGA.22.5481.01,Primary Tumor,0.435759746219492,0.930630886834356,0.0534442616549659,0.912913382510831,0.896223734954537,0.929229909028404,0.973702089391909,0.898112812880604,0.914561602929574,0.880521631245317,0.89114814157658,0.640603484566724,0.0619883495887744,0.775784069957713,0.0934502144711096,0.819416650406608,0.121285390381285,0.147603144537033,0.827310922147057,0.721911697225771
TCGA.22.5482.11,Solid Tissue Normal,0.056693571631257,0.171027420525471,0.0678493217959962,0.0517743691621887,0.0877429201548657,0.0480847400563107,0.207829215874832,0.180898098489754,0.0998774429951937,0.196298152652975,0.808154744103286,0.0223385010522582,0.903834345817489,0.0370121528100268,0.0419890820086785,0.106037565450848,0.94137096431738,0.957765191601975,0.0295400712991663,0.927827329698791
TCGA.22.5482.01,Primary Tumor,0.847213516208126,0.928842611534676,0.868901864178366,0.780986608902284,0.733093513952516,0.70971009723485,0.904687276485948,0.872774391981293,0.795377221355186,0.686450877306343,0.044541340829506,0.699799781147399,0.260034742709142,0.757685589203143,0.767003439555669,0.825218963796081,0.0745464418747734,0.204442276729198,0.654012139223723,0.183395990800626
TCGA.22.5483.01,Primary Tumor,0.950909973169141,0.94332618782164,0.89282022873014,0.932327582102535,0.80327396583378,0.886819304044421,0.948930996362168,0.943564815474224,0.839770336208837,0.909739643699001,0.937325414402393,0.856705884039621,0.132225067284333,0.82730646491719,0.822333332236263,0.950903381295562,0.661725133216247,0.141694767855189,0.880301955281985,0.95575799367393
TCGA.22.5485.11,Solid Tissue Normal,0.0857982926894498,0.225162141918206,0.0790023117844617,0.070185351085133,0.128842357024975,0.0503465852523636,0.149609493445064,0.12111854901558,0.083033578284637,0.1288345819572,0.859418630673475,0.0207955058751265,0.894908237408825,0.0445024582301667,0.0867080878832839,0.0825539134373757,0.88035984329219,0.971670218065547,0.0323571092245241,0.926007482175018
TCGA.22.5485.01,Primary Tumor,0.850772562870357,0.912017780262913,0.924606462624364,0.775674581869463,0.111289467651154,0.840798009986171,0.86728650326713,0.8482333007546,0.860695745776599,0.813867701990268,0.0718216889688117,0.720767056646346,0.188432297534022,0.754082349793838,0.769401052963417,0.780151562863484,0.186843229385351,0.286382631906471,0.753222303339048,0.218036629372925
TCGA.22.5489.11,Solid Tissue Normal,0.0452789533051193,0.101658777202463,0.0887307216680778,0.0669383196325788,0.0660539998825299,0.0447645279829978,0.133381075918328,0.105206129023335,0.0771334208110664,0.0576410367398037,0.58547733492013,0.0235763469576182,0.936338055994832,0.0519340533649402,0.0286525862143553,0.11439913801665,0.86232675476095,0.970780503326052,0.096115788199027,0.937743806578122
TCGA.22.5489.01,Primary Tumor,0.674527434492069,0.755111212406103,0.699256668202846,0.731602672317485,0.702728951142942,0.682765477472286,0.785819260268355,0.774459324087761,0.674602220560105,0.685460784955976,0.162928488588614,0.62109708725919,0.331530760831078,0.53794480207456,0.716427604354047,0.583339226798157,0.23430577341201,0.470113619942794,0.597701982902327,0.827296394770859
TCGA.22.5491.11,Solid Tissue Normal,0.0571782208476097,0.142801091186736,0.0598131755699683,0.0443017807240473,0.112456655935057,0.0543895380979886,0.126441778866824,0.0938961041405278,0.0851087113767637,0.057776866317776,0.910646753958778,0.0212818129641156,0.920489942795846,0.0221699500248294,0.0569298336091352,0.0651631979945474,0.888056159003581,0.963986963940688,0.0623892167983534,0.951051202413253
TCGA.22.5491.01,Primary Tumor,0.919861177588291,0.922483296728368,0.923876246122749,0.904599924901973,0.856477319365373,0.843995100150728,0.941196092706682,0.908278382384541,0.822935927836697,0.82689381329428,0.0384685498986808,0.781438060272619,0.111903117095415,0.789990738446791,0.793571006305612,0.86662768631764,0.0867936824034642,0.20829214285857,0.862018872621973,0.145536706554184
TCGA.22.5492.11,Solid Tissue Normal,0.045163363461671,0.156263468436424,0.105969362601866,0.0553935867437055,0.067926053826072,0.0525622496411649,0.231241298657805,0.0931613940248519,0.0698662990982876,0.0514460261844562,0.783073788079788,0.0239963558877518,0.927772889325705,0.0472000523550866,0.0229434955007034,0.0747742317016009,0.895700179315527,0.938287814840249,0.0700871473064178,0.929614714960913
TCGA.22.5492.01,Primary Tumor,0.666816910924801,0.921171399031622,0.814373940437563,0.63650323138103,0.657235429254692,0.404582349657849,0.197512027628171,0.733744256598595,0.745042206951694,0.778536860531092,0.116444856026236,0.696646635005171,0.386999888779578,0.666448230408252,0.631520100027638,0.786704569687554,0.272299634234407,0.285103776382038,0.796903904840054,0.246906019841299
TCGA.22.A5C4.01,Primary Tumor,0.879069065551974,0.86102608518492,0.921303250875469,0.897755207599749,0.9131532910084,0.886250661171177,0.939736846902955,0.841944769782495,0.778169861057619,0.789517389622639,0.0958558293513507,0.7643724467629,0.374415218146018,0.738278558238409,0.793503325642917,0.880107011127542,0.507109318889968,0.252668254512098,0.867777708591742,0.243401567306295
TCGA.33.4566.11,Solid Tissue Normal,0.052408896747356,0.127226906856823,0.0364952437495867,0.0391122467181706,0.0803424492248039,0.041980475892571,0.0615288701283287,0.0521707261242841,0.0414279558045914,0.0794685152593151,0.863110319408528,0.0217631466088738,0.941206809658437,0.0272824191704173,0.0198557328202937,0.0630536184513875,0.906903715199475,0.96647729721523,0.0189859073131105,0.95612610532862
TCGA.33.4566.01,Primary Tumor,0.820553998346956,0.823919075691781,0.881595986773719,0.818188458412218,0.763174694564721,0.693221632223436,0.9071284487408,0.818637747017139,0.763355675719197,0.817270857321433,0.728420158584851,0.662290298121045,0.146693841291487,0.697542488663886,0.763732634190221,0.735012056986726,0.413091030133968,0.33076297866226,0.618825334791596,0.256423887749214
TCGA.33.4582.11,Solid Tissue Normal,0.0358648099974568,0.0641976535292547,0.056893258605148,0.0433489258075936,0.0541838038194828,0.0535271596258027,0.0976818010712021,0.218101977508788,0.073043105806859,0.0445745048219274,0.785593849971847,0.0181965119400665,0.930943688060357,0.0333341145963009,0.0323835547115014,0.0838044853110618,0.835705502041489,0.965596294389861,0.0295317334864232,0.935593243487779
TCGA.33.4582.01,Primary Tumor,0.76952255690009,0.830934820329006,0.909403614717875,0.564950618036413,0.773558454198251,0.851259109585045,0.853312459605632,0.786599827213736,0.765930755249571,0.768674305713039,0.0260119412982599,0.53399826569816,0.112672630801637,0.681635962410575,0.804129054729487,0.664853706516,0.156290244938214,0.288587615286737,0.687206434445196,0.242849580523144
TCGA.33.4583.11,Solid Tissue Normal,0.0630763990957626,0.321233058930325,0.0716463996499888,0.0509114641510255,0.116688800748128,0.0453170350850507,0.123710122312959,0.188487083587323,0.0555265965407547,0.150275723938194,0.877301327633913,0.0237623246862237,0.920063295950826,0.0396122966283668,0.0547426752614582,0.0463288742562683,0.890587302568271,0.967891977992612,0.0514508906974433,0.953388155250072
TCGA.33.4583.01,Primary Tumor,0.803612168585805,0.883060633769156,0.854101172636339,0.79461795590378,0.837778845599573,0.817131134802244,0.876088412851428,0.862176827523237,0.849045870774552,0.809134766758705,0.0592401142981638,0.700535422472854,0.13470345743423,0.758148603752155,0.752660557431062,0.752875243297705,0.238559341181116,0.335149278390718,0.638945547694316,0.281614825340253
TCGA.33.4586.11,Solid Tissue Normal,0.0518569482828072,0.0604180837362182,0.0484834899843852,0.0401325555971271,0.0602436658253037,0.0496058058280476,0.108612225738532,0.0919113775356794,0.0539233097652071,0.151423779720577,0.865209236601603,0.0195260202029804,0.88739037432637,0.0287256392550053,0.0431553076983237,0.0562607884339052,0.911537736540167,0.967853967207728,0.0251620810992219,0.963271488504879
TCGA.33.4586.01,Primary Tumor,0.74348183329539,0.808743496967808,0.763144183955988,0.736943022858239,0.751507674647405,0.667153810056437,0.859271377054226,0.736995019924412,0.720687793200676,0.756884199066364,0.0767158671185894,0.671557669567852,0.342437817398114,0.668802739273793,0.743336242579209,0.506147957061927,0.245478094900552,0.460487277223405,0.512361206597451,0.447579533328295
TCGA.33.4587.01,Primary Tumor,0.968428883722917,0.785835069183817,0.727256546761986,0.96171375331765,0.0696293744752069,0.812529828942832,0.986908397084256,0.96513475542477,0.959039282758674,0.0213889859159998,0.0276263585246053,0.751654586514974,0.058854004816162,0.249421329152813,0.0331398700236005,0.210711540171687,0.105229142258919,0.0570008297323086,0.935093696092462,0.0430357426005225
TCGA.33.4589.11,Solid Tissue Normal,0.0395684501556167,0.0752969455089885,0.0849691446509702,0.0453565329430595,0.059683096852625,0.0536185225284312,0.185649298741889,0.10838939561811,0.0747748522248023,0.0521250708419041,0.844011481064822,0.0286799738282737,0.934231386128531,0.0272217652992388,0.0394734490163721,0.0722238413099517,0.879461705331925,0.960363584453485,0.0256051493859962,0.975406851618249
TCGA.33.4589.01,Primary Tumor,0.667494375464421,0.67844461634795,0.76904536300875,0.591869304256179,0.621969157218427,0.608288946120529,0.63257044294978,0.469028955108102,0.580295777122001,0.676970705790242,0.204511128160362,0.0579251791043026,0.447852535828698,0.542915445527833,0.684898249901332,0.437121673326283,0.450123362121414,0.562393818627228,0.429450211520549,0.463407383835887
TCGA.33.6737.01,Primary Tumor,0.640789706388185,0.5730909672756,0.635768552760002,0.68299879320958,0.388068076586315,0.680834307279897,0.766033860448263,0.666898656733575,0.665734508065598,0.74697481463022,0.907564053105293,0.653319852441555,0.257468483459258,0.612472464672153,0.69901474949977,0.588569799108507,0.600140709517365,0.34878512528212,0.641495395351514,0.233925804801607
TCGA.33.6738.01,Primary Tumor,0.565517413995119,0.821583157130515,0.757365322338281,0.767343157365193,0.633681943706438,0.703229373411897,0.862936028554017,0.649452723885579,0.709807569403822,0.729606982376531,0.462336115965173,0.663994608672108,0.418455218345743,0.654132264097954,0.692656659047228,0.774468359743992,0.668180555309777,0.286717203922495,0.661672295199935,0.952890740956648
TCGA.33.A4WN.01,Primary Tumor,0.783244351297973,0.726394019451438,0.656207155754654,0.710105675605546,0.778041123318466,0.701923556877836,0.734092043482687,0.781001911491816,0.672321208260286,0.660455522706059,0.405295607174009,0.660872300948746,0.269929826435288,0.584116394232225,0.761033561669734,0.612469050229756,0.148127871030808,0.364313687408531,0.565008780563071,0.330088282973928
TCGA.33.A5GW.01,Primary Tumor,0.945606881390162,0.948947382954417,0.931970913978727,0.937692152100429,0.931719078971812,0.908194434596047,0.964317265275476,0.939895106590332,0.896094498164114,0.845184248213314,0.0413253399077612,0.829353799805115,0.131856333312926,0.865028356463785,0.797311131377479,0.921503395685825,0.104807572972869,0.216277209455589,0.896077837941772,0.225402741151089
TCGA.33.AAS8.01,Primary Tumor,0.87519111522362,0.870691231630223,0.702275399004415,0.783934921222666,0.831358892118162,0.687265310170137,0.740701504832469,0.774569985634437,0.805901233847747,0.579483990440724,0.0762476789187726,0.625363598111173,0.372910623901418,0.693503810708324,0.633072771275617,0.796522124707252,0.126966970025275,0.278200913475573,0.660326149188815,0.154892556767986
TCGA.33.AASB.01,Primary Tumor,0.803822031965063,0.833545600414334,0.831584091732881,0.829738207866337,0.152161819047992,0.83612786903618,0.853011717899734,0.822761728130664,0.649627422688342,0.774888473113561,0.141239124843596,0.645416769292502,0.225657039890076,0.602459572165867,0.676736590462592,0.820798832881903,0.236182254544921,0.291625757191601,0.589273634471891,0.38327120660626
TCGA.33.AASD.01,Primary Tumor,0.736159208121267,0.906034095224143,0.910067457758848,0.907439219315286,0.939768223943335,0.914493321509899,0.878000991615268,0.936851223533913,0.874308809171008,0.834402374445976,0.0460470953021675,0.774039526257683,0.167282244235051,0.735138739989398,0.656074769397146,0.947921516927822,0.105992034757895,0.220482266407218,0.805697226397123,0.144690865228331
TCGA.33.AASI.01,Primary Tumor,0.854855201413639,0.912619354550997,0.888353676453165,0.810967960165857,0.912969374719465,0.939097165292737,0.913562919348393,0.79845061849536,0.727584937307683,0.790201624734059,0.129003025304594,0.64243654496246,0.222117041999669,0.73760181930719,0.64311117865315,0.75741800445529,0.29863707333259,0.569364002690601,0.57070472020785,0.480428144105224
TCGA.33.AASJ.01,Primary Tumor,0.956362851554121,0.907709147669148,0.903186936171239,0.935558125029577,0.925429670238728,0.966174418723081,0.963399351496329,0.917659535703255,0.832493899918471,0.838931861175355,0.0366958401241609,0.772937423561881,0.130014645311319,0.72196539749913,0.765403724222456,0.951634825748197,0.0850013582526272,0.168255249280546,0.893090132464007,0.13848974537227
TCGA.33.AASL.01,Primary Tumor,0.5854674593946,0.711542779868878,0.681707178272832,0.650620903846687,0.533262512674945,0.651770626596128,0.764858071826237,0.631082823913506,0.655362062974265,0.675272514302361,0.142866364775328,0.493219136780078,0.301208046233164,0.551136338308082,0.0572722652282332,0.615791459221909,0.288458973447528,0.480485241643084,0.418328680085667,0.359754123665261
TCGA.34.5231.01,Primary Tumor,0.934634892474354,0.898322399256577,0.963929309791477,0.0384995953785104,0.932357039969456,0.948719544588907,0.928072476021272,0.952458308371836,0.848972697370606,0.868429770718095,0.0764488694868548,0.808549218874584,0.129844805949241,0.83973347420306,0.789337967334015,0.86719069499791,0.22394810597119,0.270170375131781,0.827637751699904,0.218068964790474
TCGA.34.5232.01,Primary Tumor,0.600524655890982,0.695717917035778,0.719421147376945,0.64981050674986,0.755950091947594,0.462796841141732,0.768098240738654,0.620134498904951,0.556348919848135,0.726648046852432,0.334477979727428,0.599842168240326,0.342723801429119,0.452852540440592,0.662329934134896,0.620087155389529,0.411250552617644,0.695558779482011,0.398017345217893,0.519240507928006
